,Followers.at.Posting,type_Live Video Complete,Likes.at.Posting,time_difference,prep,WC,focuspast,number,OtherP,Sixltr,article,fnctn,page_category_NEWS_SITE,WPS,Period,Comma,motion,we,time,sec_15,sec_30,sec_60,sec_120,sec_half_day,sec_day,sec_7_days,target,popular
104306,277176,0,277699,41021713.0,9.52,42,7.14,9.52,11.9,11.9,4.76,23.81,0,21.0,7.14,0.0,4.76,0.0,19.05,1,1,1,1,1,1,1,24,0
119977,553374,0,430709,-11086.0,3.7,27,0.0,0.0,22.22,40.74,0.0,7.41,0,13.5,7.41,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,14,0
94208,206803,0,211119,59815544.0,20.0,35,0.0,2.86,2.86,17.14,5.71,34.29,0,11.67,5.71,2.86,0.0,0.0,8.57,1,1,1,1,1,1,1,2,0
101312,17012,0,15089,37570200.0,20.31,64,0.0,6.25,0.0,17.19,6.25,43.75,1,32.0,3.12,3.12,3.12,0.0,0.0,1,1,1,1,1,1,1,4,0
104841,177083,0,173578,41711501.0,22.41,58,1.72,0.0,3.45,15.52,8.62,36.21,1,29.0,3.45,0.0,0.0,0.0,3.45,1,1,1,1,1,1,1,38,1
72445,74691,1,78585,91048992.0,19.35,31,0.0,0.0,0.0,19.35,9.68,48.39,0,15.5,3.23,0.0,0.0,3.23,12.9,1,1,1,1,1,1,1,37,0
128431,560178,0,457124,12707714.0,10.0,60,1.67,3.33,21.67,25.0,0.0,18.33,1,15.0,6.67,1.67,1.67,0.0,0.0,1,1,1,1,1,1,1,15,0
65250,94210,1,88370,17176761.0,23.08,13,0.0,0.0,0.0,0.0,7.69,38.46,0,6.5,7.69,0.0,7.69,0.0,7.69,1,1,1,1,1,1,1,13,0
7834,465361,0,476747,93581625.0,14.29,35,2.86,0.0,0.0,20.0,5.71,37.14,0,7.0,8.57,0.0,2.86,0.0,14.29,1,1,1,1,1,1,1,49,1
127663,5585223,0,5413741,11453956.0,15.79,57,0.0,0.0,1.75,26.32,3.51,50.88,0,14.25,5.26,0.0,3.51,0.0,3.51,1,1,1,1,1,1,1,66,1
61132,649399,0,590897,10821298.0,16.16,99,0.0,2.02,6.06,22.22,8.08,36.36,0,19.8,7.07,2.02,3.03,1.01,3.03,1,1,1,1,1,1,1,23,0
48312,123339,0,124120,22519909.0,9.3,43,0.0,4.65,0.0,25.58,9.3,34.88,0,14.33,2.33,2.33,2.33,0.0,11.63,1,1,1,1,1,1,1,7,0
80143,329814,1,335287,70759250.0,6.45,31,0.0,19.35,0.0,9.68,0.0,25.81,0,10.33,6.45,6.45,3.23,0.0,12.9,1,1,1,1,1,1,1,38,1
131429,304821,0,272041,17191868.0,9.68,31,0.0,9.68,3.23,19.35,6.45,22.58,0,7.75,6.45,0.0,0.0,3.23,3.23,1,1,1,1,1,1,1,5,0
6997,37503,0,38091,92239583.0,16.02,206,0.49,4.85,1.46,23.3,5.34,40.29,0,29.43,4.37,6.8,2.43,0.49,2.91,1,1,1,1,1,1,1,9,0
40466,117959,0,118230,43875153.0,0.0,8,0.0,0.0,37.5,12.5,0.0,0.0,0,8.0,25.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,10,0
5826,475488,0,470090,90298514.0,12.5,48,2.08,0.0,0.0,22.92,6.25,33.33,0,16.0,4.17,6.25,2.08,0.0,0.0,1,1,1,1,1,1,1,300,1
9400,424753,0,426448,64639794.0,15.79,57,0.0,7.02,1.75,8.77,7.02,43.86,0,8.14,8.77,3.51,3.51,3.51,1.75,1,1,1,1,1,1,1,7,0
3705,125670,0,127218,87107114.0,15.38,39,0.0,2.56,2.56,20.51,5.13,41.03,0,9.75,5.13,0.0,2.56,0.0,12.82,1,1,1,1,1,1,1,4,0
5653,362289,0,359367,90091514.0,6.67,75,0.0,5.33,16.0,21.33,1.33,12.0,0,15.0,12.0,1.33,1.33,0.0,4.0,1,1,1,1,1,1,1,40,1
119971,817819,1,605612,-27272.0,11.54,52,1.92,3.85,7.69,11.54,1.92,25.0,0,17.33,7.69,3.85,1.92,3.85,3.85,0,0,0,0,0,0,0,300,1
72308,5289486,0,5320434,90870913.0,8.43,83,6.02,2.41,0.0,25.3,10.84,51.81,1,20.75,3.61,3.61,1.2,0.0,7.23,1,1,1,1,1,1,1,41,1
72711,169123,1,175998,91493765.0,25.0,28,3.57,10.71,0.0,17.86,0.0,28.57,0,7.0,7.14,10.71,3.57,0.0,3.57,1,1,1,1,1,1,1,21,0
59293,2455514,0,2403755,7622703.0,19.44,36,0.0,2.78,0.0,13.89,0.0,44.44,0,18.0,5.56,2.78,8.33,0.0,8.33,1,1,1,1,1,1,1,3,0
114285,510983,0,425422,22274672.0,14.12,85,2.35,2.35,0.0,24.71,7.06,41.18,0,14.17,8.24,5.88,0.0,2.35,5.88,1,1,1,1,1,1,1,91,1
1243,171532,0,174779,83310014.0,0.0,6,0.0,0.0,0.0,50.0,0.0,0.0,0,6.0,0.0,0.0,0.0,0.0,16.67,1,1,1,1,1,1,1,4,0
6067,24900,0,25754,90730214.0,14.71,68,1.47,4.41,0.0,13.24,10.29,41.18,0,11.33,5.88,1.47,4.41,0.0,4.41,1,1,1,1,1,1,1,1,0
118283,375642,0,381459,28921388.0,15.94,69,1.45,4.35,2.9,13.04,7.25,31.88,0,17.25,4.35,1.45,0.0,1.45,4.35,1,1,1,1,1,1,1,4,0
126687,292053,0,259482,9687215.0,14.29,49,2.04,4.08,0.0,20.41,6.12,44.9,0,12.25,2.04,0.0,0.0,0.0,8.16,1,1,1,1,1,1,1,11,0
72930,309109,0,318101,91936514.0,7.69,13,0.0,0.0,0.0,69.23,7.69,23.08,0,6.5,7.69,0.0,0.0,0.0,23.08,1,1,1,1,1,1,1,9,0
68399,315344,0,323255,84794954.0,15.79,19,0.0,10.53,5.26,26.32,0.0,15.79,0,6.33,10.53,0.0,0.0,0.0,21.05,1,1,1,1,1,1,1,8,0
76309,174942,1,181436,65555782.0,26.09,23,4.35,8.7,0.0,21.74,0.0,34.78,0,7.67,4.35,8.7,4.35,4.35,4.35,1,1,1,1,1,1,1,5,0
30829,1238303,0,1263794,32661292.0,16.22,74,5.41,2.7,0.0,14.86,9.46,40.54,0,10.57,4.05,2.7,0.0,2.7,4.05,1,1,1,1,1,1,1,2,0
79225,1346997,0,1374542,69563414.0,24.32,37,0.0,0.0,2.7,29.73,5.41,40.54,0,12.33,0.0,2.7,2.7,0.0,0.0,1,1,1,1,1,1,1,66,1
107192,106601,1,106725,44668210.0,12.9,31,6.45,0.0,0.0,38.71,0.0,32.26,0,31.0,0.0,0.0,6.45,0.0,0.0,1,1,1,1,1,1,1,53,1
55251,227653,0,203312,2049885.0,16.67,84,0.0,2.38,1.19,15.48,4.76,51.19,0,21.0,8.33,5.95,2.38,0.0,1.19,1,1,1,1,1,1,1,0,0
58603,474524,0,466714,6594853.0,6.98,43,0.0,6.98,9.3,34.88,4.65,20.93,0,14.33,6.98,6.98,2.33,2.33,6.98,1,1,1,1,1,1,1,1,0
7660,259917,0,260406,93299114.0,16.67,30,0.0,0.0,0.0,26.67,6.67,46.67,0,7.5,10.0,3.33,10.0,6.67,6.67,1,1,1,1,1,1,1,35,0
72183,1362990,0,1364417,90689290.0,21.82,55,0.0,3.64,0.0,20.0,7.27,45.45,0,55.0,1.82,0.0,0.0,0.0,5.45,1,1,1,1,1,1,1,140,1
27510,575570,0,542945,58946113.0,17.65,51,0.0,0.0,11.76,11.76,0.0,27.45,0,12.75,5.88,1.96,0.0,0.0,0.0,1,1,1,1,1,1,1,39,1
27661,139754,0,142832,59250373.0,17.65,102,5.88,13.73,0.98,21.57,11.76,38.24,0,25.5,3.92,7.84,0.98,0.0,4.9,1,1,1,1,1,1,1,7,0
31324,266755,0,272718,33256259.0,5.88,17,0.0,0.0,0.0,29.41,0.0,11.76,0,5.67,0.0,0.0,0.0,0.0,11.76,1,1,1,1,1,1,1,31,0
53419,225831,0,221906,30918556.0,15.38,26,0.0,0.0,0.0,15.38,11.54,46.15,0,8.67,7.69,0.0,0.0,0.0,15.38,1,1,1,1,1,1,1,7,0
63123,705049,0,649666,13998718.0,8.33,24,0.0,0.0,16.67,12.5,0.0,25.0,0,12.0,16.67,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,31,0
26288,5838282,0,5752166,57374284.0,9.09,22,0.0,9.09,9.09,13.64,9.09,45.45,1,11.0,0.0,9.09,0.0,0.0,4.55,1,1,1,1,1,1,1,26,0
35472,99153,0,98908,37854077.0,10.71,28,0.0,7.14,7.14,14.29,7.14,21.43,0,14.0,7.14,0.0,0.0,0.0,10.71,1,1,1,1,1,1,1,2,0
62695,598293,0,483703,13304392.0,11.63,43,0.0,4.65,18.6,11.63,6.98,23.26,0,21.5,6.98,0.0,4.65,0.0,4.65,1,1,1,1,1,1,1,13,0
16927,213962,0,213359,75397027.0,9.38,64,0.0,1.56,3.12,43.75,1.56,26.56,0,10.67,9.38,4.69,3.12,0.0,3.12,1,1,1,1,1,1,1,0,0
80723,129147,0,130314,71601913.0,11.9,84,1.19,3.57,1.19,10.71,4.76,36.9,0,14.0,7.14,4.76,2.38,3.57,2.38,1,1,1,1,1,1,1,8,0
50966,355442,0,364673,27160692.0,12.2,41,0.0,4.88,14.63,7.32,9.76,31.71,0,13.67,7.32,2.44,4.88,2.44,7.32,1,1,1,1,1,1,1,2,0
109628,85028,0,85442,47699425.0,8.33,24,0.0,8.33,0.0,16.67,8.33,37.5,0,8.0,4.17,4.17,4.17,0.0,12.5,1,1,1,1,1,1,1,25,0
6999,162183,0,167361,92255462.0,0.0,7,0.0,28.57,0.0,28.57,0.0,0.0,0,7.0,0.0,0.0,0.0,0.0,14.29,1,1,1,1,1,1,1,7,0
71420,122425,0,106836,89499771.0,25.0,8,0.0,0.0,0.0,12.5,0.0,25.0,0,8.0,0.0,0.0,12.5,0.0,12.5,1,1,1,1,1,1,1,9,0
94726,206626,0,210959,60554822.0,0.0,17,0.0,0.0,0.0,35.29,5.88,41.18,0,8.5,5.88,5.88,0.0,0.0,29.41,1,1,1,1,1,1,1,15,0
132175,202047,0,204671,18306308.0,18.87,53,0.0,1.89,0.0,11.32,13.21,45.28,0,13.25,3.77,3.77,0.0,1.89,13.21,1,1,1,1,1,1,1,3,0
18341,111489,0,112692,77658905.0,11.63,43,2.33,4.65,2.33,32.56,2.33,30.23,0,8.6,6.98,9.3,2.33,2.33,2.33,1,1,1,1,1,1,1,14,0
76617,34484,0,33312,66011399.0,9.38,32,0.0,6.25,0.0,21.88,6.25,21.88,0,10.67,6.25,0.0,3.12,0.0,15.62,1,1,1,1,1,1,1,1,0
19237,127164,0,128524,79244712.0,23.19,69,0.0,2.9,0.0,26.09,14.49,40.58,0,23.0,0.0,2.9,1.45,0.0,5.8,1,1,1,1,1,1,1,12,0
97871,99555,0,99201,33624834.0,10.81,37,0.0,0.0,5.41,27.03,10.81,35.14,0,18.5,5.41,2.7,0.0,0.0,8.11,1,1,1,1,1,1,1,21,0
14153,333503,0,352235,70947805.0,15.0,20,0.0,0.0,10.0,15.0,5.0,20.0,0,20.0,5.0,0.0,5.0,0.0,0.0,1,1,1,1,1,1,1,17,0
102044,1415540,0,1428359,38289300.0,5.88,34,0.0,0.0,8.82,32.35,5.88,26.47,0,8.5,2.94,5.88,0.0,0.0,5.88,1,1,1,1,1,1,1,28,0
84760,171687,1,178361,78105389.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,8.7,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,13,0
43950,5815085,0,5699889,48286510.0,13.16,38,0.0,7.89,0.0,28.95,5.26,23.68,1,19.0,5.26,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,8,0
69809,312324,0,320916,87040458.0,13.64,22,0.0,9.09,4.55,18.18,0.0,18.18,0,7.33,9.09,0.0,0.0,0.0,31.82,1,1,1,1,1,1,1,16,0
75155,22775,0,23386,64090514.0,14.29,84,0.0,2.38,1.19,21.43,3.57,42.86,0,14.0,8.33,7.14,1.19,1.19,3.57,1,1,1,1,1,1,1,0,0
87035,180945,1,184957,50263407.0,26.09,23,4.35,8.7,0.0,21.74,0.0,34.78,0,11.5,0.0,8.7,4.35,4.35,4.35,1,1,1,1,1,1,1,22,0
111377,116532,0,116984,49753506.0,10.42,48,2.08,2.08,10.42,20.83,6.25,29.17,0,16.0,6.25,0.0,2.08,0.0,10.42,1,1,1,1,1,1,1,7,0
114342,595237,0,539699,22322812.0,10.53,38,0.0,0.0,2.63,23.68,5.26,36.84,0,6.33,7.89,0.0,0.0,0.0,21.05,1,1,1,1,1,1,1,29,0
78243,35454,0,35284,68257992.0,15.09,53,0.0,3.77,13.21,28.3,0.0,30.19,0,17.67,9.43,3.77,0.0,0.0,1.89,1,1,1,1,1,1,1,0,0
7324,168843,1,175703,92746512.0,13.64,22,4.55,0.0,0.0,31.82,0.0,31.82,0,7.33,4.55,4.55,4.55,4.55,13.64,1,1,1,1,1,1,1,41,1
118936,793648,1,736554,29876700.0,11.67,60,6.67,0.0,0.0,15.0,3.33,45.0,0,10.0,5.0,1.67,1.67,0.0,6.67,1,1,1,1,1,1,1,96,1
95133,135631,0,119184,61114626.0,16.0,25,8.0,0.0,0.0,40.0,0.0,32.0,0,8.33,8.0,0.0,8.0,0.0,8.0,1,1,1,1,1,1,1,2,0
121233,11301359,0,9573008,1876385.0,14.81,54,0.0,5.56,5.56,33.33,5.56,29.63,0,10.8,11.11,7.41,0.0,0.0,9.26,1,1,1,1,1,1,1,6,0
59025,575248,0,488056,7253705.0,8.08,99,1.01,5.05,9.09,33.33,5.05,23.23,0,33.0,4.04,3.03,0.0,2.02,12.12,1,1,1,1,1,1,1,61,1
88368,385643,0,375718,52002614.0,5.68,88,3.41,2.27,0.0,29.55,4.55,46.59,0,14.67,9.09,3.41,0.0,0.0,0.0,1,1,1,1,1,1,1,13,0
57131,779354,1,586293,4505310.0,13.43,67,2.99,5.97,10.45,20.9,1.49,22.39,0,22.33,7.46,1.49,1.49,0.0,4.48,1,1,1,1,1,1,1,111,1
98729,750295,0,740623,34664078.0,10.91,55,0.0,1.82,25.45,27.27,1.82,20.0,0,18.33,9.09,1.82,1.82,0.0,1.82,1,1,1,1,1,1,1,160,1
25617,251148,0,248974,56404480.0,6.82,44,0.0,11.36,18.18,38.64,0.0,15.91,0,22.0,9.09,4.55,4.55,2.27,0.0,1,1,1,1,1,1,1,0,0
36878,85742,0,86061,39398112.0,0.0,15,0.0,40.0,13.33,26.67,0.0,0.0,0,15.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0
100156,575974,0,529844,36286521.0,7.69,39,2.56,12.82,0.0,10.26,2.56,35.9,0,9.75,0.0,0.0,2.56,0.0,0.0,1,1,1,1,1,1,1,228,1
63487,557214,0,429231,14549114.0,23.19,69,0.0,2.9,8.7,8.7,7.25,39.13,0,13.8,4.35,1.45,4.35,2.9,8.7,1,1,1,1,1,1,1,11,0
31087,417814,0,398524,32922581.0,16.67,30,0.0,0.0,10.0,23.33,3.33,36.67,0,15.0,6.67,0.0,3.33,3.33,0.0,1,1,1,1,1,1,1,160,1
67779,749523,0,760356,83795952.0,13.64,44,0.0,2.27,0.0,15.91,15.91,47.73,0,14.67,0.0,0.0,0.0,0.0,6.82,1,1,1,1,1,1,1,67,1
80246,333499,0,352277,70868594.0,21.88,32,0.0,6.25,6.25,18.75,6.25,31.25,0,16.0,6.25,0.0,0.0,0.0,6.25,1,1,1,1,1,1,1,8,0
132177,88393,0,88126,18306691.0,12.5,48,6.25,6.25,0.0,12.5,4.17,27.08,0,16.0,8.33,2.08,8.33,2.08,8.33,1,1,1,1,1,1,1,46,1
23134,11590,0,11501,53195354.0,9.85,132,0.76,7.58,0.0,27.27,3.03,21.21,0,44.0,2.27,12.88,2.27,0.0,3.03,1,1,1,1,1,1,1,16,0
107477,137849,0,137277,44942108.0,10.29,68,1.47,0.0,0.0,30.88,5.88,35.29,0,9.71,8.82,5.88,5.88,1.47,5.88,1,1,1,1,1,1,1,14,0
83616,386493,0,403739,76284265.0,12.5,48,2.08,2.08,0.0,10.42,12.5,50.0,0,16.0,4.17,2.08,2.08,0.0,4.17,1,1,1,1,1,1,1,4,0
72665,298864,0,319011,91419314.0,9.76,41,0.0,4.88,12.2,17.07,9.76,34.15,0,20.5,9.76,0.0,0.0,2.44,0.0,1,1,1,1,1,1,1,21,0
19630,91013,1,91748,79857769.0,6.9,29,0.0,3.45,0.0,34.48,6.9,31.03,0,29.0,0.0,6.9,0.0,0.0,13.79,1,1,1,1,1,1,1,57,1
93957,396331,0,412151,59392103.0,18.75,32,0.0,0.0,0.0,9.38,9.38,40.62,0,10.67,3.12,0.0,0.0,3.12,15.62,1,1,1,1,1,1,1,10,0
10114,392274,1,408623,65506875.0,7.41,54,1.85,0.0,12.96,24.07,5.56,31.48,0,13.5,12.96,3.7,0.0,1.85,5.56,1,1,1,1,1,1,1,50,1
48522,33171,0,30569,22908718.0,13.43,67,1.49,1.49,0.0,28.36,5.97,41.79,1,22.33,4.48,1.49,1.49,4.48,10.45,1,1,1,1,1,1,1,4,0
6605,162468,0,167539,91576514.0,14.52,62,1.61,9.68,8.06,8.06,4.84,37.1,0,12.4,3.23,4.84,0.0,1.61,4.84,1,1,1,1,1,1,1,151,1
10942,1800152,0,1734055,66640936.0,19.44,36,0.0,0.0,0.0,27.78,2.78,41.67,0,9.0,5.56,2.78,2.78,0.0,5.56,1,1,1,1,1,1,1,83,1
7576,259988,0,260610,93205612.0,13.04,69,8.7,0.0,0.0,36.23,4.35,36.23,0,17.25,8.7,2.9,1.45,1.45,7.25,1,1,1,1,1,1,1,149,1
60875,91596,0,88232,10356189.0,17.65,51,1.96,3.92,0.0,25.49,3.92,29.41,0,17.0,7.84,3.92,7.84,1.96,9.8,1,1,1,1,1,1,1,12,0
3884,211708,0,215687,87337514.0,15.15,132,0.0,3.03,3.03,31.06,5.3,39.39,1,11.0,9.85,1.52,0.76,0.0,5.3,1,1,1,1,1,1,1,20,0
117681,189530,0,184783,27966307.0,17.81,73,0.0,1.37,1.37,31.51,4.11,31.51,0,36.5,5.48,17.81,4.11,0.0,4.11,1,1,1,1,1,1,1,6,0
21458,443910,1,412458,50993767.0,16.0,25,0.0,4.0,0.0,20.0,0.0,32.0,0,8.33,8.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,124,1
120837,13164,0,12906,1313731.0,9.09,66,0.0,4.55,3.03,21.21,3.03,42.42,0,13.2,4.55,0.0,3.03,0.0,4.55,1,1,1,1,1,1,1,1,0
61558,5584901,0,5413705,11532258.0,12.5,80,0.0,0.0,1.25,21.25,2.5,51.25,0,11.43,8.75,3.75,0.0,8.75,8.75,1,1,1,1,1,1,1,51,1
1493,269778,0,269430,83645264.0,16.39,61,1.64,3.28,3.28,19.67,9.84,37.7,0,15.25,1.64,0.0,0.0,0.0,6.56,1,1,1,1,1,1,1,12,0
77131,31680,0,32294,66700514.0,15.19,79,1.27,6.33,3.8,17.72,12.66,41.77,0,11.29,3.8,0.0,0.0,0.0,5.06,1,1,1,1,1,1,1,16,0
84433,419379,0,440676,77579713.0,15.0,40,0.0,0.0,0.0,37.5,0.0,27.5,0,10.0,2.5,15.0,0.0,0.0,7.5,1,1,1,1,1,1,1,4,0
74581,32534,0,32944,94518974.0,9.68,62,1.61,8.06,20.97,29.03,1.61,22.58,0,62.0,6.45,0.0,9.68,0.0,8.06,1,1,1,1,1,1,1,26,0
32075,899340,0,834555,34044913.0,14.71,34,0.0,8.82,0.0,29.41,11.76,32.35,0,17.0,0.0,0.0,5.88,0.0,11.76,1,1,1,1,1,1,1,11,0
23878,340121,0,354572,54072014.0,9.68,62,0.0,4.84,0.0,19.35,6.45,40.32,0,10.33,6.45,1.61,4.84,0.0,8.06,1,1,1,1,1,1,1,89,1
30179,791574,1,735352,31646747.0,20.97,62,3.23,8.06,0.0,20.97,11.29,45.16,0,12.4,4.84,3.23,1.61,1.61,11.29,1,1,1,1,1,1,1,181,1
36885,139528,0,138451,39402591.0,14.86,74,1.35,1.35,8.11,27.03,5.41,27.03,0,18.5,8.11,2.7,4.05,0.0,6.76,1,1,1,1,1,1,1,0,0
89055,384856,0,375134,52809404.0,9.3,43,0.0,2.33,4.65,13.95,4.65,34.88,0,21.5,2.33,6.98,0.0,2.33,6.98,1,1,1,1,1,1,1,5,0
53876,125727,0,125553,62120.0,16.92,65,0.0,4.62,0.0,20.0,7.69,44.62,0,16.25,4.62,3.08,0.0,3.08,3.08,1,1,1,1,1,0,0,14,0
72797,74637,0,76068,91619354.0,16.67,12,0.0,0.0,8.33,8.33,16.67,33.33,0,6.0,0.0,0.0,0.0,0.0,8.33,1,1,1,1,1,1,1,6,0
6665,1360829,0,1362328,91710848.0,21.05,57,1.75,0.0,1.75,33.33,12.28,52.63,0,28.5,1.75,3.51,0.0,3.51,7.02,1,1,1,1,1,1,1,121,1
10626,345314,0,358544,66171308.0,13.95,43,2.33,0.0,4.65,18.6,9.3,34.88,0,21.5,4.65,9.3,2.33,0.0,6.98,1,1,1,1,1,1,1,6,0
62766,642609,0,548432,13395804.0,10.42,48,0.0,4.17,2.08,22.92,0.0,22.92,0,24.0,4.17,2.08,6.25,2.08,8.33,1,1,1,1,1,1,1,9,0
88033,492060,0,489916,51537313.0,12.66,79,1.27,3.8,8.86,17.72,6.33,36.71,0,26.33,3.8,0.0,0.0,0.0,3.8,1,1,1,1,1,1,1,19,0
28841,266365,0,268565,60980113.0,4.0,25,0.0,0.0,16.0,24.0,0.0,12.0,0,8.33,24.0,0.0,0.0,4.0,4.0,1,1,1,1,1,1,1,0,0
52056,112933,1,110874,28705741.0,20.0,85,0.0,1.18,0.0,18.82,8.24,41.18,0,12.14,7.06,2.35,5.88,1.18,18.82,1,1,1,1,1,1,1,38,1
4120,479381,0,472724,87706514.0,15.38,26,3.85,0.0,0.0,34.62,0.0,42.31,0,8.67,3.85,3.85,3.85,0.0,0.0,1,1,1,1,1,1,1,408,1
5970,253563,1,251039,90568353.0,9.38,32,0.0,0.0,0.0,28.12,6.25,40.62,0,8.0,6.25,3.12,0.0,6.25,25.0,1,1,1,1,1,1,1,160,1
23784,180332,1,184382,53974532.0,26.09,23,4.35,8.7,0.0,30.43,0.0,30.43,0,11.5,4.35,8.7,4.35,0.0,4.35,1,1,1,1,1,1,1,11,0
20276,22561,0,23198,80938514.0,10.17,59,1.69,0.0,0.0,11.86,3.39,45.76,0,14.75,1.69,1.69,0.0,3.39,0.0,1,1,1,1,1,1,1,0,0
46585,440734,0,437134,19972604.0,10.96,73,0.0,0.0,5.48,23.29,4.11,46.58,0,24.33,4.11,2.74,1.37,5.48,1.37,1,1,1,1,1,1,1,5,0
113796,6422184,0,5812652,21417968.0,9.76,41,0.0,2.44,4.88,21.95,4.88,31.71,1,20.5,7.32,7.32,0.0,0.0,4.88,1,1,1,1,1,1,1,8,0
98860,5479264,0,5456029,34791897.0,13.04,46,0.0,6.52,0.0,13.04,2.17,45.65,0,15.33,4.35,4.35,4.35,0.0,6.52,1,1,1,1,1,1,1,2,0
87292,237341,0,232827,50698214.0,22.92,48,0.0,6.25,0.0,27.08,2.08,31.25,0,24.0,4.17,0.0,0.0,0.0,4.17,1,1,1,1,1,1,1,11,0
27067,277996,0,289765,58343457.0,10.77,65,0.0,9.23,10.77,35.38,1.54,15.38,0,32.5,6.15,3.08,0.0,0.0,6.15,1,1,1,1,1,1,1,5,0
37219,184807,1,188197,39831233.0,19.23,26,3.85,7.69,0.0,19.23,0.0,26.92,0,5.2,15.38,19.23,3.85,3.85,3.85,1,1,1,1,1,1,1,8,0
39094,531964,0,486998,42299904.0,10.34,29,0.0,0.0,0.0,24.14,10.34,31.03,0,9.67,3.45,6.9,0.0,0.0,3.45,1,1,1,1,1,1,1,79,1
37265,86426,0,85944,39866113.0,16.67,12,0.0,0.0,8.33,8.33,16.67,33.33,0,6.0,0.0,0.0,0.0,0.0,8.33,1,1,1,1,1,1,1,6,0
41688,240692,0,235587,45388513.0,12.05,83,0.0,2.41,18.07,24.1,6.02,20.48,0,16.6,8.43,1.2,2.41,0.0,4.82,1,1,1,1,1,1,1,7,0
132963,205658,0,210068,63666424.0,6.25,16,0.0,0.0,6.25,37.5,12.5,31.25,0,8.0,6.25,6.25,0.0,0.0,18.75,1,1,1,1,1,1,1,9,0
96765,601873,0,577917,32337217.0,6.06,66,0.0,10.61,34.85,21.21,4.55,12.12,0,16.5,7.58,1.52,1.52,0.0,3.03,1,1,1,1,1,1,1,103,1
61048,290637,0,259353,10626842.0,12.9,31,0.0,0.0,6.45,25.81,3.23,25.81,0,15.5,9.68,3.23,0.0,0.0,3.23,1,1,1,1,1,1,1,12,0
7840,498278,0,507768,93593414.0,0.0,45,0.0,6.67,42.22,17.78,0.0,11.11,0,22.5,11.11,0.0,0.0,2.22,2.22,1,1,1,1,1,1,1,70,1
43443,788904,1,734047,47674346.0,12.12,33,0.0,0.0,0.0,15.15,9.09,39.39,0,11.0,6.06,3.03,0.0,6.06,12.12,1,1,1,1,1,1,1,92,1
41434,106530,1,106668,45037177.0,18.52,27,0.0,3.7,0.0,11.11,14.81,40.74,0,9.0,3.7,0.0,0.0,0.0,22.22,1,1,1,1,1,1,1,31,0
63325,5570540,0,5407426,14292468.0,17.24,87,2.3,3.45,2.3,26.44,3.45,50.57,0,29.0,4.6,5.75,1.15,0.0,8.05,1,1,1,1,1,1,1,113,1
44966,181018,1,185037,49500552.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,8.7,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,15,0
23964,135284,0,134908,54230113.0,19.39,98,0.0,5.1,0.0,23.47,10.2,46.94,0,14.0,7.14,0.0,2.04,0.0,4.08,1,1,1,1,1,1,1,2,0
11847,14942,0,14977,67848018.0,27.27,11,0.0,0.0,0.0,36.36,0.0,36.36,0,11.0,0.0,0.0,9.09,0.0,9.09,1,1,1,1,1,1,1,0,0
57270,1011039,0,978293,4767894.0,20.37,54,3.7,3.7,0.0,12.96,5.56,51.85,0,27.0,1.85,1.85,0.0,1.85,3.7,1,1,1,1,1,1,1,289,1
16367,10392,0,10564,74450815.0,14.29,49,2.04,2.04,10.2,26.53,6.12,30.61,0,24.5,6.12,2.04,4.08,0.0,2.04,1,1,1,1,1,1,1,5,0
82245,128431,0,129683,73967068.0,8.51,47,0.0,0.0,6.38,31.91,6.38,29.79,0,15.67,8.51,0.0,2.13,0.0,0.0,1,1,1,1,1,1,1,26,0
92390,101196,0,102625,57285542.0,7.69,39,0.0,23.08,0.0,7.69,5.13,25.64,0,39.0,2.56,2.56,0.0,0.0,5.13,1,1,1,1,1,1,1,3,0
113338,147557,0,142484,20736030.0,11.11,54,3.7,5.56,0.0,24.07,1.85,27.78,0,54.0,1.85,3.7,1.85,0.0,3.7,1,1,1,1,1,1,1,10,0
20798,1493092,0,1479732,50179694.0,8.57,70,5.71,5.71,0.0,34.29,11.43,37.14,0,35.0,1.43,5.71,1.43,0.0,4.29,1,1,1,1,1,1,1,162,1
31222,417755,0,398492,33166512.0,6.9,29,0.0,0.0,24.14,24.14,0.0,10.34,0,9.67,10.34,3.45,0.0,0.0,10.34,1,1,1,1,1,1,1,38,1
84270,193813,0,198545,77353831.0,22.5,40,0.0,5.0,2.5,22.5,5.0,40.0,0,10.0,7.5,0.0,5.0,0.0,10.0,1,1,1,1,1,1,1,13,0
54438,8860487,0,8335541,963979.0,8.45,71,0.0,11.27,19.72,15.49,8.45,25.35,0,23.67,5.63,1.41,7.04,0.0,7.04,1,1,1,1,1,1,1,422,1
