,Followers.at.Posting,type_Live Video Complete,Likes.at.Posting,time_difference,prep,WC,focuspast,number,OtherP,Sixltr,article,fnctn,page_category_NEWS_SITE,WPS,Period,Comma,motion,we,time,sec_15,sec_30,sec_60,sec_120,sec_half_day,sec_day,sec_7_days,target,popular
54306,14456059,0,13996099,788405.0,17.78,45,0.0,4.44,2.22,17.78,13.33,44.44,0,22.5,4.44,4.44,2.22,0.0,4.44,1,1,1,1,1,1,1,54,1
4804,264039,0,264329,88820417.0,12.5,40,0.0,0.0,0.0,20.0,10.0,47.5,0,13.33,10.0,2.5,0.0,0.0,10.0,1,1,1,1,1,1,1,7,0
78583,389337,0,406186,68698163.0,11.54,26,0.0,0.0,0.0,11.54,7.69,30.77,0,13.0,3.85,0.0,0.0,0.0,3.85,1,1,1,1,1,1,1,10,0
89419,5761698,0,5670319,53319310.0,8.06,62,1.61,1.61,3.23,37.1,4.84,35.48,1,20.67,4.84,1.61,4.84,0.0,0.0,1,1,1,1,1,1,1,33,0
10542,838898,0,796334,66088514.0,18.87,53,0.0,5.66,0.0,32.08,5.66,30.19,0,13.25,3.77,3.77,3.77,0.0,9.43,1,1,1,1,1,1,1,12,0
117386,113330,1,111077,27542563.0,20.0,35,0.0,0.0,0.0,28.57,5.71,31.43,0,8.75,5.71,0.0,5.71,2.86,31.43,1,1,1,1,1,1,1,55,1
125556,260660,0,230663,7850139.0,17.11,76,0.0,0.0,0.0,11.84,11.84,46.05,0,10.86,7.89,0.0,0.0,0.0,17.11,1,1,1,1,1,1,1,14,0
20872,45080,0,44763,50253610.0,11.48,209,1.44,5.26,0.96,19.14,7.66,40.67,0,14.93,6.7,7.66,0.48,0.48,3.83,1,1,1,1,1,1,1,12,0
108326,1836754,0,1758841,45990614.0,12.5,32,3.12,0.0,0.0,12.5,3.12,56.25,0,8.0,3.12,0.0,3.12,0.0,9.38,1,1,1,1,1,1,1,77,1
125686,272033,0,255483,7989914.0,5.56,54,0.0,0.0,20.37,31.48,3.7,24.07,0,13.5,11.11,1.85,0.0,0.0,3.7,1,1,1,1,1,1,1,5,0
125200,605508,1,590330,7265352.0,13.04,23,0.0,0.0,0.0,30.43,4.35,30.43,0,7.67,13.04,8.7,0.0,0.0,8.7,1,1,1,1,1,1,1,143,1
33934,28377,0,26349,36214599.0,15.71,70,2.86,11.43,2.86,14.29,4.29,31.43,1,11.67,10.0,5.71,1.43,1.43,8.57,1,1,1,1,1,1,1,0,0
133508,791615,1,735427,31967713.0,17.74,62,1.61,1.61,0.0,12.9,12.9,38.71,0,12.4,8.06,1.61,0.0,0.0,6.45,1,1,1,1,1,1,1,69,1
74920,175704,1,182109,63604570.0,22.73,22,4.55,0.0,0.0,22.73,0.0,31.82,0,7.33,4.55,9.09,4.55,4.55,13.64,1,1,1,1,1,1,1,15,0
6912,1359822,0,1361477,92123684.0,10.77,65,3.08,1.54,0.0,30.77,7.69,40.0,0,21.67,4.62,3.08,0.0,1.54,4.62,1,1,1,1,1,1,1,128,1
130448,319593,0,295819,15865107.0,15.79,57,0.0,7.02,7.02,24.56,5.26,26.32,0,19.0,7.02,1.75,1.75,0.0,3.51,1,1,1,1,1,1,1,85,1
1778,403322,0,424524,84095713.0,5.26,19,0.0,0.0,0.0,21.05,0.0,31.58,0,6.33,10.53,0.0,5.26,5.26,5.26,1,1,1,1,1,1,1,3,0
30121,35357,0,34090,63073765.0,14.71,34,0.0,8.82,0.0,29.41,5.88,23.53,0,11.33,5.88,0.0,2.94,0.0,17.65,1,1,1,1,1,1,1,6,0
68641,191991,0,196927,85217403.0,19.35,31,0.0,3.23,3.23,25.81,9.68,35.48,0,10.33,6.45,0.0,3.23,0.0,16.13,1,1,1,1,1,1,1,3,0
23379,172434,0,169409,53427311.0,7.41,54,0.0,3.7,25.93,22.22,5.56,12.96,1,54.0,14.81,1.85,3.7,0.0,7.41,1,1,1,1,1,1,1,21,0
118206,86280,0,87013,28700705.0,9.09,44,0.0,0.0,0.0,36.36,0.0,34.09,0,22.0,4.55,4.55,4.55,0.0,0.0,1,1,1,1,1,1,1,6,0
133931,88328,0,88077,18753417.0,17.14,35,0.0,0.0,8.57,14.29,5.71,34.29,0,17.5,11.43,0.0,2.86,0.0,2.86,1,1,1,1,1,1,1,3,0
110175,254648,0,251807,48326113.0,4.76,21,0.0,0.0,9.52,23.81,4.76,19.05,0,10.5,14.29,0.0,0.0,4.76,4.76,1,1,1,1,1,1,1,0,0
55560,551074,1,430664,2503629.0,7.89,38,5.26,2.63,13.16,23.68,2.63,23.68,0,12.67,10.53,0.0,2.63,0.0,2.63,1,1,1,1,1,1,1,98,1
31645,5482046,0,5456973,33524706.0,14.63,41,0.0,7.32,0.0,7.32,4.88,36.59,0,10.25,9.76,2.44,0.0,0.0,4.88,1,1,1,1,1,1,1,4,0
44105,84980,0,85402,48415334.0,0.0,15,0.0,40.0,13.33,26.67,0.0,0.0,0,15.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0
45432,239219,0,234281,50059214.0,8.82,34,0.0,0.0,0.0,41.18,0.0,35.29,0,8.5,8.82,2.94,0.0,0.0,8.82,1,1,1,1,1,1,1,6,0
29408,266097,0,268260,61797539.0,16.67,18,0.0,11.11,0.0,16.67,5.56,27.78,0,4.5,11.11,0.0,0.0,0.0,11.11,1,1,1,1,1,1,1,9,0
102459,142576,0,141560,38759107.0,22.58,62,0.0,16.13,3.23,17.74,9.68,38.71,0,20.67,1.61,0.0,6.45,0.0,1.61,1,1,1,1,1,1,1,12,0
79749,175950,0,177898,70220270.0,17.39,23,0.0,8.7,0.0,34.78,8.7,34.78,0,23.0,0.0,0.0,8.7,0.0,13.04,1,1,1,1,1,1,1,24,0
87487,210802,0,213760,50883725.0,19.23,26,0.0,3.85,3.85,30.77,0.0,26.92,0,6.5,11.54,0.0,0.0,0.0,15.38,1,1,1,1,1,1,1,4,0
27213,1435902,0,1464626,58606213.0,11.11,45,0.0,4.44,11.11,24.44,11.11,26.67,0,15.0,4.44,2.22,0.0,0.0,4.44,1,1,1,1,1,1,1,131,1
125992,754064,1,572283,8542075.0,8.33,36,2.78,5.56,0.0,11.11,2.78,22.22,0,12.0,8.33,2.78,2.78,0.0,11.11,1,1,1,1,1,1,1,76,1
117261,440221,0,457311,27330871.0,4.44,45,0.0,6.67,17.78,28.89,4.44,13.33,0,22.5,8.89,6.67,0.0,2.22,2.22,1,1,1,1,1,1,1,0,0
102685,597171,0,574608,38957907.0,15.91,44,2.27,4.55,18.18,18.18,2.27,36.36,0,22.0,9.09,2.27,0.0,0.0,4.55,1,1,1,1,1,1,1,14,0
86037,261181,1,256269,80252234.0,6.98,43,2.33,4.65,20.93,18.6,9.3,27.91,0,21.5,9.3,0.0,2.33,0.0,6.98,1,1,1,1,1,1,1,370,1
34755,218339,0,217443,37092325.0,16.67,30,0.0,3.33,0.0,16.67,3.33,30.0,0,10.0,6.67,0.0,6.67,3.33,10.0,1,1,1,1,1,1,1,6,0
36260,308851,0,283289,38717713.0,16.13,31,0.0,6.45,0.0,22.58,9.68,32.26,0,10.33,3.23,0.0,0.0,0.0,12.9,1,1,1,1,1,1,1,4,0
22941,209589,0,212589,52864525.0,5.88,17,0.0,0.0,0.0,17.65,5.88,23.53,0,8.5,5.88,0.0,0.0,0.0,29.41,1,1,1,1,1,1,1,3,0
32577,6338572,0,5827754,34665277.0,5.0,20,0.0,0.0,20.0,20.0,0.0,30.0,1,10.0,35.0,0.0,0.0,5.0,5.0,1,1,1,1,1,1,1,3,0
14548,523052,0,532348,71560513.0,16.85,89,0.0,6.74,5.62,14.61,5.62,39.33,0,12.71,5.62,2.25,2.25,0.0,7.87,1,1,1,1,1,1,1,90,1
127629,561493,0,457768,11408113.0,11.63,43,0.0,4.65,0.0,18.6,6.98,41.86,1,14.33,2.33,0.0,4.65,4.65,6.98,1,1,1,1,1,1,1,23,0
31862,6340641,0,5826506,33853204.0,9.09,33,6.06,6.06,3.03,21.21,0.0,54.55,1,11.0,6.06,0.0,0.0,3.03,6.06,1,1,1,1,1,1,1,4,0
21450,341884,1,345051,50988023.0,7.69,26,0.0,7.69,0.0,26.92,7.69,19.23,0,8.67,7.69,0.0,3.85,0.0,7.69,1,1,1,1,1,1,1,40,1
56172,14431249,0,13999414,3439384.0,8.93,56,0.0,5.36,0.0,37.5,12.5,32.14,0,28.0,3.57,0.0,5.36,0.0,7.14,1,1,1,1,1,1,1,1,0
117965,4812737,0,4765873,28374869.0,15.52,58,0.0,5.17,3.45,29.31,3.45,43.1,0,14.5,5.17,0.0,3.45,0.0,0.0,1,1,1,1,1,1,1,234,1
48461,734285,0,623265,22758913.0,10.71,28,0.0,0.0,3.57,25.0,7.14,25.0,0,7.0,0.0,0.0,0.0,0.0,14.29,1,1,1,1,1,1,1,36,0
29372,215297,0,218293,61770314.0,15.53,161,1.24,3.73,1.86,27.33,7.45,40.37,1,16.1,6.21,4.35,3.11,0.0,6.21,1,1,1,1,1,1,1,51,1
98028,377348,0,377841,33861314.0,8.57,35,2.86,0.0,8.57,17.14,8.57,34.29,0,8.75,8.57,0.0,0.0,0.0,2.86,1,1,1,1,1,1,1,4,0
126858,477838,0,385516,9949192.0,11.63,43,0.0,6.98,4.65,13.95,4.65,25.58,0,21.5,6.98,2.33,4.65,0.0,2.33,1,1,1,1,1,1,1,6,0
4828,29762,0,30587,88837677.0,16.67,18,0.0,5.56,0.0,11.11,11.11,27.78,0,18.0,0.0,5.56,0.0,0.0,11.11,1,1,1,1,1,1,1,10,0
57804,360522,0,296537,5505998.0,18.84,69,0.0,2.9,0.0,11.59,15.94,49.28,0,23.0,4.35,0.0,0.0,4.35,10.14,1,1,1,1,1,1,1,6,0
88331,209861,0,212844,51953366.0,7.14,14,0.0,14.29,0.0,21.43,0.0,28.57,0,7.0,7.14,14.29,0.0,0.0,7.14,1,1,1,1,1,1,1,2,0
56485,313932,0,262278,3773163.0,15.79,95,0.0,0.0,0.0,24.21,8.42,41.05,0,15.83,6.32,4.21,0.0,0.0,2.11,1,1,1,1,1,1,1,3,0
78344,195972,0,200435,68369383.0,19.35,31,0.0,3.23,3.23,25.81,6.45,35.48,0,10.33,6.45,0.0,12.9,0.0,9.68,1,1,1,1,1,1,1,1,0
91055,160886,1,162896,55545759.0,11.11,9,0.0,0.0,0.0,22.22,11.11,33.33,0,4.5,0.0,11.11,0.0,0.0,11.11,1,1,1,1,1,1,1,9,0
53602,182642,0,190411,31118073.0,12.05,83,1.2,2.41,9.64,6.02,10.84,43.37,0,20.75,6.02,1.2,1.2,0.0,8.43,1,1,1,1,1,1,1,44,1
60837,1271576,0,1249848,10285098.0,7.84,51,1.96,1.96,15.69,33.33,3.92,21.57,0,17.0,11.76,1.96,1.96,1.96,1.96,1,1,1,1,1,1,1,4,0
125683,758818,1,575310,7980299.0,12.31,65,3.08,6.15,0.0,27.69,0.0,21.54,0,9.29,12.31,3.08,3.08,0.0,0.0,1,1,1,1,1,1,1,100,1
125474,356338,1,319787,7709830.0,5.26,19,0.0,0.0,0.0,36.84,0.0,26.32,0,6.33,10.53,0.0,0.0,0.0,21.05,1,1,1,1,1,1,1,197,1
32698,86377,0,86603,34762046.0,17.53,97,0.0,2.06,1.03,25.77,6.19,47.42,0,19.4,6.19,4.12,3.09,0.0,10.31,1,1,1,1,1,1,1,13,0
17807,513116,0,523785,76830913.0,8.0,25,4.0,8.0,12.0,24.0,0.0,32.0,0,8.33,4.0,4.0,0.0,0.0,0.0,1,1,1,1,1,1,1,32,0
81184,173308,0,184229,72247213.0,10.0,30,3.33,0.0,0.0,23.33,3.33,43.33,0,10.0,3.33,3.33,3.33,3.33,6.67,1,1,1,1,1,1,1,21,0
75983,5612740,0,5614172,65197513.0,16.67,30,0.0,3.33,3.33,13.33,10.0,30.0,1,10.0,3.33,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,15,0
38848,119508,0,120769,41874066.0,10.0,20,0.0,0.0,0.0,25.0,10.0,40.0,0,10.0,0.0,5.0,0.0,0.0,25.0,1,1,1,1,1,1,1,2,0
32221,537074,1,479229,34156317.0,6.06,33,0.0,0.0,18.18,36.36,12.12,24.24,0,11.0,6.06,0.0,6.06,0.0,6.06,1,1,1,1,1,1,1,25,0
116023,114254,1,111570,25415385.0,11.76,17,5.88,0.0,0.0,35.29,0.0,29.41,0,17.0,0.0,0.0,5.88,0.0,0.0,1,1,1,1,1,1,1,97,1
6208,191110,0,196116,90919424.0,14.29,21,0.0,4.76,0.0,33.33,9.52,33.33,0,10.5,4.76,0.0,4.76,0.0,4.76,1,1,1,1,1,1,1,8,0
88132,11631,0,11545,51641894.0,10.56,142,0.0,3.52,7.04,25.35,5.63,33.8,0,12.91,6.34,5.63,0.7,1.41,5.63,1,1,1,1,1,1,1,2,0
65789,220118,0,205498,17996220.0,17.39,46,0.0,2.17,2.17,21.74,6.52,36.96,0,9.2,4.35,8.7,6.52,4.35,8.7,1,1,1,1,1,1,1,10,0
76693,184033,0,185247,66087614.0,17.39,46,0.0,6.52,10.87,23.91,4.35,23.91,0,15.33,8.7,2.17,4.35,0.0,2.17,1,1,1,1,1,1,1,4,0
43680,31713,0,32016,47884214.0,20.0,20,0.0,0.0,0.0,5.0,15.0,45.0,0,10.0,0.0,5.0,0.0,0.0,20.0,1,1,1,1,1,1,1,3,0
112922,116993,1,112831,20154207.0,15.97,119,0.0,2.52,0.0,22.69,9.24,42.02,0,14.88,5.88,0.0,5.04,0.84,18.49,1,1,1,1,1,1,1,54,1
48778,87158,1,87668,23262929.0,10.0,10,0.0,0.0,0.0,20.0,10.0,40.0,0,5.0,10.0,0.0,0.0,0.0,10.0,1,1,1,1,1,1,1,19,0
19496,172114,0,175470,79674913.0,9.88,81,1.23,7.41,13.58,7.41,8.64,35.8,0,16.2,2.47,0.0,1.23,0.0,3.7,1,1,1,1,1,1,1,30,0
118865,112336,1,110601,29789632.0,7.14,14,0.0,0.0,0.0,42.86,7.14,21.43,0,14.0,0.0,0.0,0.0,0.0,21.43,1,1,1,1,1,1,1,38,1
10728,201176,0,203269,66325600.0,11.63,43,2.33,6.98,9.3,27.91,0.0,20.93,0,43.0,2.33,2.33,2.33,0.0,0.0,1,1,1,1,1,1,1,1,0
48780,575717,0,515376,23265614.0,16.67,30,0.0,0.0,0.0,13.33,6.67,40.0,0,6.0,6.67,0.0,3.33,3.33,10.0,1,1,1,1,1,1,1,188,1
132311,274430,1,277854,94671750.0,19.57,46,4.35,0.0,0.0,17.39,6.52,32.61,0,15.33,4.35,0.0,4.35,0.0,13.04,1,1,1,1,1,1,1,743,1
75676,175154,1,181580,64752916.0,13.64,22,4.55,0.0,0.0,31.82,0.0,31.82,0,7.33,9.09,9.09,4.55,4.55,13.64,1,1,1,1,1,1,1,33,0
68326,190070,0,202011,84697814.0,14.29,84,1.19,0.0,0.0,25.0,8.33,44.05,0,16.8,3.57,4.76,1.19,4.76,2.38,1,1,1,1,1,1,1,5,0
38311,120033,1,118603,41152322.0,19.05,21,0.0,0.0,0.0,14.29,9.52,38.1,0,7.0,4.76,4.76,9.52,4.76,9.52,1,1,1,1,1,1,1,27,0
3370,557263,0,553141,86571614.0,9.09,33,6.06,3.03,6.06,24.24,3.03,30.3,0,16.5,3.03,9.09,3.03,3.03,12.12,1,1,1,1,1,1,1,24,0
84288,85352,0,88396,77394309.0,8.33,36,0.0,2.78,0.0,16.67,8.33,30.56,0,9.0,2.78,0.0,2.78,2.78,8.33,1,1,1,1,1,1,1,0,0
132335,171566,1,177947,81550578.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,8.7,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,7,0
25378,177493,1,183630,56156158.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,13.04,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,15,0
67333,133943,0,138484,83138114.0,9.82,112,2.68,4.46,3.57,29.46,4.46,33.04,0,28.0,2.68,1.79,1.79,0.0,6.25,1,1,1,1,1,1,1,5,0
57586,2457155,0,2402198,5185505.0,8.82,34,0.0,0.0,0.0,17.65,5.88,61.76,0,17.0,5.88,0.0,8.82,2.94,5.88,1,1,1,1,1,1,1,4,0
119031,447505,0,407474,30128531.0,8.33,72,1.39,0.0,0.0,22.22,8.33,38.89,0,10.29,11.11,2.78,5.56,0.0,5.56,1,1,1,1,1,1,1,16,0
123279,89093,0,88479,4497985.0,10.85,129,0.78,1.55,12.4,22.48,5.43,27.91,0,21.5,8.53,0.78,0.0,0.0,3.88,1,1,1,1,1,1,1,2,0
6025,310068,0,318990,90669509.0,12.5,16,0.0,6.25,6.25,18.75,0.0,18.75,0,8.0,6.25,0.0,0.0,0.0,18.75,1,1,1,1,1,1,1,11,0
54755,14453905,0,13997286,1387674.0,11.48,61,0.0,6.56,0.0,22.95,4.92,42.62,0,20.33,4.92,4.92,3.28,0.0,6.56,1,1,1,1,1,1,1,6,0
68144,170919,0,174471,84427814.0,11.46,96,0.0,1.04,12.5,20.83,3.12,36.46,0,24.0,4.17,3.12,1.04,1.04,2.08,1,1,1,1,1,1,1,259,1
42136,15399,0,13917,45964757.0,14.63,82,6.1,0.0,0.0,18.29,6.1,48.78,1,20.5,4.88,2.44,2.44,2.44,3.66,1,1,1,1,1,1,1,8,0
54156,229215,0,204079,618825.0,9.52,84,2.38,4.76,1.19,27.38,8.33,45.24,0,16.8,5.95,5.95,0.0,0.0,9.52,1,1,1,1,1,1,1,0,0
61288,192775,0,158719,11044477.0,15.38,65,0.0,0.0,16.92,13.85,3.08,29.23,0,21.67,7.69,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,42,1
81802,173380,1,180043,73241774.0,25.0,24,4.17,8.33,0.0,25.0,0.0,33.33,0,12.0,4.17,8.33,4.17,4.17,4.17,1,1,1,1,1,1,1,16,0
25829,177432,1,183578,56760962.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,8.7,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,7,0
30463,791340,1,735388,32209210.0,14.63,41,2.44,2.44,0.0,14.63,12.2,41.46,0,10.25,7.32,0.0,2.44,0.0,9.76,1,1,1,1,1,1,1,146,1
113916,262657,0,255914,21686088.0,13.04,69,0.0,1.45,8.7,15.94,0.0,31.88,0,17.25,8.7,1.45,0.0,0.0,7.25,1,1,1,1,1,1,1,10,0
22211,14491,0,13226,51999014.0,14.58,48,0.0,0.0,0.0,39.58,6.25,25.0,1,24.0,4.17,2.08,4.17,0.0,4.17,1,1,1,1,1,1,1,3,0
22002,84545,0,85005,51666914.0,0.0,15,0.0,40.0,13.33,26.67,0.0,0.0,0,15.0,0.0,0.0,0.0,0.0,0.0,1,1,1,1,1,1,1,1,0
110834,24732,0,23138,49088313.0,16.18,68,1.47,4.41,2.94,25.0,7.35,30.88,1,34.0,1.47,1.47,1.47,0.0,5.88,1,1,1,1,1,1,1,0,0
34065,1240019,0,1265905,36351734.0,18.42,38,0.0,0.0,0.0,15.79,7.89,47.37,0,19.0,5.26,2.63,2.63,0.0,13.16,1,1,1,1,1,1,1,1,0
67987,225537,0,214522,84172814.0,7.69,39,0.0,7.69,20.51,12.82,2.56,17.95,0,19.5,7.69,0.0,5.13,0.0,5.13,1,1,1,1,1,1,1,6,0
119010,144210,0,142972,30056100.0,10.0,60,0.0,16.67,0.0,18.33,5.0,21.67,0,30.0,0.0,5.0,5.0,0.0,15.0,1,1,1,1,1,1,1,5,0
60421,650120,0,529524,9549600.0,17.78,90,2.22,0.0,1.11,18.89,8.89,52.22,0,18.0,7.78,4.44,2.22,4.44,4.44,1,1,1,1,1,1,1,116,1
21718,180782,1,184789,51397459.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,8.7,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,5,0
123760,209720,0,209053,5213332.0,15.91,44,0.0,4.55,0.0,20.45,4.55,38.64,0,8.8,4.55,2.27,0.0,2.27,18.18,1,1,1,1,1,1,1,4,0
14014,329814,1,335287,70777946.0,3.45,29,0.0,27.59,0.0,20.69,0.0,13.79,0,9.67,6.9,10.34,3.45,0.0,20.69,1,1,1,1,1,1,1,23,0
70307,9865,0,10068,87756254.0,3.03,33,0.0,0.0,18.18,15.15,3.03,15.15,0,33.0,6.06,6.06,0.0,3.03,9.09,1,1,1,1,1,1,1,7,0
104090,86345,0,85875,40643714.0,16.67,12,0.0,0.0,8.33,16.67,16.67,33.33,0,6.0,0.0,0.0,0.0,0.0,8.33,1,1,1,1,1,1,1,8,0
37765,500072,1,452967,40498597.0,12.12,33,3.03,0.0,0.0,24.24,6.06,36.36,0,11.0,9.09,3.03,3.03,9.09,0.0,1,1,1,1,1,1,1,308,1
830,171186,1,177567,82767351.0,23.08,26,3.85,11.54,0.0,15.38,0.0,30.77,0,6.5,7.69,11.54,3.85,3.85,3.85,1,1,1,1,1,1,1,23,0
68414,213205,0,217170,84831914.0,13.22,121,0.0,2.48,3.31,32.23,5.79,36.36,1,11.0,9.92,0.83,0.83,0.0,8.26,1,1,1,1,1,1,1,26,0
114408,437891,0,435948,22449434.0,16.0,50,0.0,4.0,2.0,12.0,8.0,36.0,0,16.67,4.0,4.0,4.0,0.0,6.0,1,1,1,1,1,1,1,3,0
1774,406415,0,413386,84093013.0,18.63,102,1.96,4.9,0.0,21.57,7.84,48.04,0,17.0,3.92,3.92,1.96,2.94,1.96,1,1,1,1,1,1,1,0,0
49863,492836,0,418822,25409666.0,5.33,75,0.0,1.33,28.0,28.0,4.0,18.67,0,18.75,14.67,0.0,0.0,2.67,2.67,1,1,1,1,1,1,1,16,0
11261,183861,0,184974,67127486.0,16.42,67,1.49,0.0,2.99,28.36,5.97,31.34,0,22.33,8.96,1.49,4.48,0.0,2.99,1,1,1,1,1,1,1,6,0
106213,460183,0,456162,43472114.0,13.58,81,1.23,6.17,4.94,19.75,3.7,32.1,0,8.1,13.58,6.17,3.7,0.0,4.94,1,1,1,1,1,1,1,42,1
101948,27314,0,25435,38201789.0,18.18,77,1.3,6.49,0.0,10.39,10.39,35.06,1,19.25,1.3,6.49,2.6,0.0,6.49,1,1,1,1,1,1,1,1,0
9970,201655,1,205965,65336685.0,10.0,40,0.0,5.0,2.5,25.0,5.0,32.5,0,8.0,2.5,0.0,0.0,5.0,7.5,1,1,1,1,1,1,1,130,1
131900,644337,0,591391,17825238.0,10.0,20,0.0,5.0,0.0,20.0,5.0,30.0,0,20.0,0.0,5.0,10.0,0.0,10.0,1,1,1,1,1,1,1,144,1
12328,195831,0,200354,68542699.0,20.0,45,0.0,6.67,4.44,20.0,4.44,35.56,0,11.25,6.67,0.0,6.67,0.0,8.89,1,1,1,1,1,1,1,0,0
69040,213173,0,217108,85817661.0,15.06,166,0.6,1.81,0.0,30.12,4.22,35.54,1,20.75,4.22,2.41,2.41,0.6,9.04,1,1,1,1,1,1,1,361,1
15757,1014659,0,1009900,73373113.0,0.0,22,9.09,9.09,0.0,59.09,0.0,27.27,0,7.33,9.09,0.0,0.0,0.0,9.09,1,1,1,1,1,1,1,379,1
21617,235829,0,231563,51298523.0,18.75,64,1.56,0.0,0.0,10.94,10.94,37.5,0,12.8,6.25,1.56,3.12,0.0,6.25,1,1,1,1,1,1,1,13,0
92968,141348,0,145216,58072214.0,15.09,53,0.0,9.43,3.77,13.21,0.0,22.64,0,17.67,3.77,3.77,0.0,1.89,13.21,1,1,1,1,1,1,1,1,0
19158,259619,0,262287,79152524.0,15.69,51,0.0,5.88,0.0,25.49,11.76,37.25,0,10.2,7.84,1.96,1.96,0.0,1.96,1,1,1,1,1,1,1,14,0
98479,216749,0,221709,34373414.0,20.34,59,0.0,0.0,3.39,25.42,6.78,35.59,0,19.67,6.78,1.69,1.69,0.0,8.47,1,1,1,1,1,1,1,13,0
101185,85973,0,86262,37445114.0,11.11,45,0.0,8.89,15.56,22.22,2.22,22.22,0,15.0,13.33,2.22,2.22,0.0,6.67,1,1,1,1,1,1,1,1,0
44823,211629,0,214514,49235907.0,0.0,15,0.0,0.0,0.0,40.0,0.0,13.33,0,7.5,6.67,0.0,6.67,0.0,33.33,1,1,1,1,1,1,1,10,0
41042,183076,1,186739,44669014.0,21.74,23,4.35,8.7,0.0,17.39,0.0,30.43,0,5.75,8.7,13.04,4.35,4.35,4.35,1,1,1,1,1,1,1,9,0
33238,309983,0,283930,35358854.0,18.42,38,0.0,7.89,2.63,28.95,5.26,26.32,0,12.67,2.63,7.89,2.63,0.0,15.79,1,1,1,1,1,1,1,592,1
26901,141343,0,145188,58157712.0,13.79,29,0.0,3.45,10.34,17.24,0.0,27.59,0,9.67,0.0,0.0,3.45,3.45,13.79,1,1,1,1,1,1,1,15,0
30632,993930,0,930608,32372714.0,13.33,30,0.0,13.33,0.0,10.0,13.33,30.0,0,7.5,6.67,6.67,0.0,0.0,6.67,1,1,1,1,1,1,1,25,0
86307,77934,0,79301,80646913.0,16.67,12,0.0,0.0,8.33,8.33,16.67,33.33,0,6.0,0.0,0.0,0.0,0.0,8.33,1,1,1,1,1,1,1,3,0
99351,394899,0,368360,35336414.0,20.63,63,0.0,12.7,3.17,11.11,3.17,23.81,0,15.75,6.35,4.76,3.17,0.0,0.0,1,1,1,1,1,1,1,93,1
62078,91484,0,88164,12347237.0,15.22,46,2.17,2.17,0.0,23.91,0.0,28.26,0,15.33,8.7,6.52,10.87,4.35,13.04,1,1,1,1,1,1,1,2,0
40596,261462,0,263308,44124913.0,20.0,45,0.0,2.22,2.22,15.56,8.89,37.78,0,15.0,4.44,0.0,2.22,2.22,4.44,1,1,1,1,1,1,1,287,1
16681,29603,0,29053,74995403.0,5.71,35,5.71,5.71,0.0,31.43,5.71,28.57,0,17.5,2.86,2.86,5.71,0.0,17.14,1,1,1,1,1,1,1,2,0
15437,1765186,0,1708321,72860891.0,8.82,34,0.0,5.88,5.88,8.82,5.88,38.24,0,8.5,5.88,0.0,0.0,0.0,2.94,1,1,1,1,1,1,1,73,1
62713,44238,0,41894,13320614.0,12.5,24,0.0,12.5,0.0,12.5,0.0,20.83,0,6.0,4.17,8.33,0.0,0.0,12.5,1,1,1,1,1,1,1,5,0
34765,142971,0,141902,37117506.0,14.46,83,0.0,10.84,4.82,24.1,8.43,28.92,0,11.86,6.02,0.0,2.41,0.0,8.43,1,1,1,1,1,1,1,4,0
83082,420048,0,441678,75405314.0,9.8,51,0.0,9.8,3.92,17.65,7.84,21.57,0,17.0,3.92,5.88,3.92,1.96,3.92,1,1,1,1,1,1,1,22,0
61907,552522,0,479098,12165914.0,15.0,60,0.0,5.0,13.33,16.67,8.33,36.67,0,30.0,5.0,3.33,1.67,0.0,8.33,1,1,1,1,1,1,1,41,1
72475,395735,0,406773,91172414.0,8.11,37,2.7,2.7,2.7,24.32,2.7,27.03,0,18.5,0.0,5.41,2.7,2.7,10.81,1,1,1,1,1,1,1,8,0
114329,1584151,0,1568462,22312477.0,11.54,52,0.0,5.77,0.0,17.31,0.0,40.38,0,26.0,3.85,3.85,0.0,0.0,11.54,1,1,1,1,1,1,1,120,1
82929,212750,0,216656,75111914.0,12.82,78,2.56,0.0,0.0,32.05,1.28,35.9,1,9.75,8.97,0.0,3.85,1.28,11.54,1,1,1,1,1,1,1,39,1
80493,31248,0,30331,71300485.0,14.29,21,0.0,19.05,9.52,9.52,4.76,19.05,0,10.5,14.29,0.0,0.0,0.0,19.05,1,1,1,1,1,1,1,2,0
1919,88272,0,93286,84304513.0,5.0,40,0.0,2.5,7.5,37.5,2.5,15.0,0,20.0,5.0,5.0,2.5,0.0,2.5,1,1,1,1,1,1,1,7,0
